"","X","plus","mcmullen","state","locality","name","type","founding_date","em","ml","ce","de","sz","ld","vs","period","location","lon","lat"
"1894",7894,3064,6394,"TN","Nashville","Mechanics' Institute","Mech",1854,NA,1860,NA,1860,5000,1860,4000,"Antebellum","Nashville TN",-86.7816016,36.1626638
"1895",7895,1839,6398,"TN","Nashville","Nashville Library Co. Inc.","Socl",1813,NA,1842,NA,NA,0,NA,0,"Early National","Nashville TN",-86.7816016,36.1626638
"1896",7896,3804,6406,"TN","Nashville","Society for the Advancement of Literature and Science in the State of TN","Socy",1835,NA,1836,NA,NA,0,NA,0,"Antebellum","Nashville TN",-86.7816016,36.1626638
"1897",7897,3425,6399,"TN","Nashville","Nashville Lyceum","Lyceum",1831,NA,1831,NA,NA,0,NA,0,"Antebellum","Nashville TN",-86.7816016,36.1626638
"1898",7898,3065,6395,"TN","Nashville","Mechanics' Library Assoc.","Mech",1841,NA,1853,NA,NA,0,NA,0,"Antebellum","Nashville TN",-86.7816016,36.1626638
"1899",7899,3258,12796,"TN","Nashville","Young Men's Mecantile Library Assoc.","Merc",1860,NA,1860,NA,1860,400,1800,400,"Antebellum","Nashville TN",-86.7816016,36.1626638
"1900",7900,3801,6408,"TN","Nashville","Tennessee Society for the Diffusion of Knowledge","Socy",NA,1834,1842,NA,NA,0,NA,0,NA,"Nashville TN",-86.7816016,36.1626638
"1901",7901,3660,6412,"TN","Nashville","YMCA","YMCA",1870,NA,1884,NA,1875,4500,1875,4500,NA,"Nashville TN",-86.7816016,36.1626638
"1902",7902,5692,6402,"TN","Nashville","nashville University - Erosophian Society","Coll socy",NA,1842,1875,NA,1850,2736,1875,5000,NA,"Nashville TN",-86.7816016,36.1626638
"1903",7903,5687,6331,"TN","Nashville","Franklin College - Apollonian Literary Society","Coll socy",1845,NA,1857,NA,1854,570,1857,570,"Antebellum","Nashville TN",-86.7816016,36.1626638
"1904",7904,4113,6388,"TN","Nashville","Broad Street Fire Engine and Hose Co. Library","Fire",1848,NA,1848,NA,NA,0,NA,0,"Antebellum","Nashville TN",-86.7816016,36.1626638
"1905",7905,5693,6401,"TN","Nashville","Nashville University - Agatheridan Society","Coll socy",NA,1842,1875,NA,1850,3550,1875,5000,NA,"Nashville TN",-86.7816016,36.1626638
"1906",7906,4292,6396,"TN","Nashville","Merchants Library and Reading Room","Trade",1849,NA,1860,NA,NA,0,NA,0,"Antebellum","Nashville TN",-86.7816016,36.1626638
"1907",7907,5686,6332,"TN","Nashville","Franklin College - Euphronian Society","Coll socy",NA,1850,1858,NA,1857,500,1857,500,NA,"Nashville TN",-86.7816016,36.1626638
